,destination,Origin,Year,Month,Value
6090,USA,Sudan,2010,August,9
6091,USA,Sudan,2010,September,8
6092,USA,Sudan,2010,October,8
6093,USA,Sudan,2010,November,11
6094,USA,Sudan,2010,December,11
6095,USA,Sudan,2011,January,17
6096,USA,Sudan,2011,February,6
6097,USA,Sudan,2011,March,17
6098,USA,Sudan,2011,April,11
6099,USA,Sudan,2011,May,10
6100,USA,Sudan,2011,June,10
6101,USA,Sudan,2011,July,12
6102,USA,Sudan,2011,August,8
6103,USA,Sudan,2011,September,14
6104,USA,Sudan,2011,October,13
6105,USA,Sudan,2011,November,15
6106,USA,Sudan,2011,December,12
6107,USA,Sudan,2012,January,13
6108,USA,Sudan,2012,February,15
6109,USA,Sudan,2012,March,8
6110,USA,Sudan,2012,April,7
6111,USA,Sudan,2012,May,5
6112,USA,Sudan,2012,June,13
6113,USA,Sudan,2012,July,21
6114,USA,Sudan,2012,August,9
6115,USA,Sudan,2012,September,8
6116,USA,Sudan,2012,October,12
6117,USA,Sudan,2012,November,15
6118,USA,Sudan,2012,December,20
6119,USA,Sudan,2013,January,12
6120,USA,Sudan,2013,February,9
6121,USA,Sudan,2013,March,11
6122,USA,Sudan,2013,April,16
6123,USA,Sudan,2013,May,9
6124,USA,Sudan,2013,June,11
6125,USA,Sudan,2013,July,13
6126,USA,Sudan,2013,August,12
6127,USA,Sudan,2013,September,9
6128,USA,Sudan,2013,October,19
6129,USA,Sudan,2013,November,9
6130,USA,Sudan,2013,December,18
6131,USA,Sudan,2014,January,15
6132,USA,Sudan,2014,February,5
6133,USA,Sudan,2014,March,18
6134,USA,Sudan,2014,April,13
6135,USA,Sudan,2014,May,17
6136,USA,Sudan,2014,June,17
6137,USA,Sudan,2014,July,18
6138,USA,Sudan,2014,August,18
6139,USA,Sudan,2014,September,21
6140,USA,Sudan,2014,October,22
6141,USA,Sudan,2014,November,12
6142,USA,Sudan,2014,December,26
6143,USA,Sudan,2015,January,22
6144,USA,Sudan,2015,February,20
6145,USA,Sudan,2015,March,25
6146,USA,Sudan,2015,April,14
6147,USA,Sudan,2015,May,19
6148,USA,Sudan,2015,June,15
6149,USA,Sudan,2015,July,20
6150,USA,Sudan,2015,August,13
6151,USA,Sudan,2015,September,20
6152,USA,Sudan,2015,October,21
6153,USA,Sudan,2015,November,16
6154,USA,Sudan,2015,December,23
6155,USA,Sudan,2016,January,17
6156,USA,Sudan,2016,February,19
6157,USA,Sudan,2016,March,20
6158,USA,Sudan,2016,April,21
6159,USA,Sudan,2016,May,21
6160,USA,Sudan,2016,June,27
6161,USA,Sudan,2016,July,21
6162,USA,Sudan,2016,August,26
6163,USA,Sudan,2016,September,25
6164,USA,Sudan,2016,October,29
6165,USA,Sudan,2016,November,20
6166,USA,Sudan,2016,December,34
6167,USA,Sudan,2017,January,35
6168,USA,Sudan,2017,February,22
6169,USA,Sudan,2017,March,22
6170,USA,Sudan,2017,April,10
6171,USA,Sudan,2017,May,16
6172,USA,Sudan,2017,June,18
6173,USA,Sudan,2017,July,12
6174,USA,Sudan,2017,August,16
6175,USA,Sudan,2017,September,6
6176,USA,Sudan,2017,October,8
6177,USA,Sudan,2017,November,19
6178,USA,Sudan,2017,December,9
6179,USA,Sudan,2018,January,10
6180,USA,Sudan,2018,February,8
6181,USA,Sudan,2018,March,7
6182,USA,Sudan,2018,April,7
6183,USA,Sudan,2018,May,5
6184,USA,Sudan,2018,June,7
6185,USA,Sudan,2018,July,7
6186,USA,Sudan,2018,August,16
6187,USA,Syrian Arab Rep.,2000,March,6
6188,USA,Syrian Arab Rep.,2000,October,7
6189,USA,Syrian Arab Rep.,2002,April,10
6190,USA,Syrian Arab Rep.,2002,June,10
6191,USA,Syrian Arab Rep.,2003,January,11
6192,USA,Syrian Arab Rep.,2004,March,5
6193,USA,Syrian Arab Rep.,2004,April,8
6194,USA,Syrian Arab Rep.,2004,May,6
6195,USA,Syrian Arab Rep.,2005,January,1
6196,USA,Syrian Arab Rep.,2005,February,4
6197,USA,Syrian Arab Rep.,2005,March,4
6198,USA,Syrian Arab Rep.,2005,April,2
6199,USA,Syrian Arab Rep.,2005,May,1
6200,USA,Syrian Arab Rep.,2005,July,4
6201,USA,Syrian Arab Rep.,2005,August,4
6202,USA,Syrian Arab Rep.,2005,September,1
6203,USA,Syrian Arab Rep.,2005,October,2
6204,USA,Syrian Arab Rep.,2005,November,2
6205,USA,Syrian Arab Rep.,2005,December,3
6206,USA,Syrian Arab Rep.,2006,January,2
6207,USA,Syrian Arab Rep.,2006,February,6
6208,USA,Syrian Arab Rep.,2006,March,3
6209,USA,Syrian Arab Rep.,2006,May,1
6210,USA,Syrian Arab Rep.,2006,June,2
6211,USA,Syrian Arab Rep.,2006,July,4
6212,USA,Syrian Arab Rep.,2006,September,2
6213,USA,Syrian Arab Rep.,2006,October,1
6214,USA,Syrian Arab Rep.,2006,November,6
6215,USA,Syrian Arab Rep.,2006,December,7
6216,USA,Syrian Arab Rep.,2007,January,2
6217,USA,Syrian Arab Rep.,2007,March,2
6218,USA,Syrian Arab Rep.,2007,April,3
6219,USA,Syrian Arab Rep.,2007,May,4
6220,USA,Syrian Arab Rep.,2007,June,1
6221,USA,Syrian Arab Rep.,2007,July,1
6222,USA,Syrian Arab Rep.,2007,August,2
6223,USA,Syrian Arab Rep.,2007,September,1
6224,USA,Syrian Arab Rep.,2007,October,1
6225,USA,Syrian Arab Rep.,2007,November,6
6226,USA,Syrian Arab Rep.,2007,December,5
6227,USA,Syrian Arab Rep.,2008,January,3
6228,USA,Syrian Arab Rep.,2008,February,4
6229,USA,Syrian Arab Rep.,2008,March,2
6230,USA,Syrian Arab Rep.,2008,May,4
6231,USA,Syrian Arab Rep.,2008,June,3
6232,USA,Syrian Arab Rep.,2008,July,3
6233,USA,Syrian Arab Rep.,2008,September,4
6234,USA,Syrian Arab Rep.,2008,November,2
6235,USA,Syrian Arab Rep.,2008,December,2
6236,USA,Syrian Arab Rep.,2009,January,2
6237,USA,Syrian Arab Rep.,2009,February,1
6238,USA,Syrian Arab Rep.,2009,March,1
6239,USA,Syrian Arab Rep.,2009,April,2
6240,USA,Syrian Arab Rep.,2009,May,2
6241,USA,Syrian Arab Rep.,2009,June,2
6242,USA,Syrian Arab Rep.,2009,July,1
6243,USA,Syrian Arab Rep.,2009,August,2
6244,USA,Syrian Arab Rep.,2009,October,2
6245,USA,Syrian Arab Rep.,2009,November,6
6246,USA,Syrian Arab Rep.,2009,December,2
6247,USA,Syrian Arab Rep.,2010,January,1
6248,USA,Syrian Arab Rep.,2010,February,3
6249,USA,Syrian Arab Rep.,2010,March,4
6250,USA,Syrian Arab Rep.,2010,April,4
6251,USA,Syrian Arab Rep.,2010,May,6
6252,USA,Syrian Arab Rep.,2010,June,1
6253,USA,Syrian Arab Rep.,2010,July,3
6254,USA,Syrian Arab Rep.,2010,August,1
6255,USA,Syrian Arab Rep.,2010,September,3
6256,USA,Syrian Arab Rep.,2010,October,5
6257,USA,Syrian Arab Rep.,2010,November,4
6258,USA,Syrian Arab Rep.,2010,December,6
6259,USA,Syrian Arab Rep.,2011,January,1
6260,USA,Syrian Arab Rep.,2011,February,2
6261,USA,Syrian Arab Rep.,2011,March,3
6262,USA,Syrian Arab Rep.,2011,April,6
6263,USA,Syrian Arab Rep.,2011,May,14
6264,USA,Syrian Arab Rep.,2011,June,14
6265,USA,Syrian Arab Rep.,2011,July,17
6266,USA,Syrian Arab Rep.,2011,August,29
6267,USA,Syrian Arab Rep.,2011,September,24
6268,USA,Syrian Arab Rep.,2011,October,25
6269,USA,Syrian Arab Rep.,2011,November,36
6270,USA,Syrian Arab Rep.,2011,December,34
6271,USA,Syrian Arab Rep.,2012,January,52
6272,USA,Syrian Arab Rep.,2012,February,31
6273,USA,Syrian Arab Rep.,2012,March,56
6274,USA,Syrian Arab Rep.,2012,April,47
6275,USA,Syrian Arab Rep.,2012,May,40
6276,USA,Syrian Arab Rep.,2012,June,35
6277,USA,Syrian Arab Rep.,2012,July,40
6278,USA,Syrian Arab Rep.,2012,August,41
6279,USA,Syrian Arab Rep.,2012,September,50
6280,USA,Syrian Arab Rep.,2012,October,89
6281,USA,Syrian Arab Rep.,2012,November,81
6282,USA,Syrian Arab Rep.,2012,December,85
6283,USA,Syrian Arab Rep.,2013,January,114
6284,USA,Syrian Arab Rep.,2013,February,111
6285,USA,Syrian Arab Rep.,2013,March,148
6286,USA,Syrian Arab Rep.,2013,April,121
6287,USA,Syrian Arab Rep.,2013,May,144
6288,USA,Syrian Arab Rep.,2013,June,128
6289,USA,Syrian Arab Rep.,2013,July,111
6290,USA,Syrian Arab Rep.,2013,August,105
6291,USA,Syrian Arab Rep.,2013,September,89
6292,USA,Syrian Arab Rep.,2013,October,139
6293,USA,Syrian Arab Rep.,2013,November,106
6294,USA,Syrian Arab Rep.,2013,December,152
6295,USA,Syrian Arab Rep.,2014,January,139
6296,USA,Syrian Arab Rep.,2014,February,104
6297,USA,Syrian Arab Rep.,2014,March,138
6298,USA,Syrian Arab Rep.,2014,April,141
6299,USA,Syrian Arab Rep.,2014,May,112
6300,USA,Syrian Arab Rep.,2014,June,139
6301,USA,Syrian Arab Rep.,2014,July,151
6302,USA,Syrian Arab Rep.,2014,August,129
6303,USA,Syrian Arab Rep.,2014,September,132
6304,USA,Syrian Arab Rep.,2014,October,153
6305,USA,Syrian Arab Rep.,2014,November,100
6306,USA,Syrian Arab Rep.,2014,December,126
6307,USA,Syrian Arab Rep.,2015,January,118
6308,USA,Syrian Arab Rep.,2015,February,56
6309,USA,Syrian Arab Rep.,2015,March,79
6310,USA,Syrian Arab Rep.,2015,April,64
6311,USA,Syrian Arab Rep.,2015,May,76
6312,USA,Syrian Arab Rep.,2015,June,71
6313,USA,Syrian Arab Rep.,2015,July,81
6314,USA,Syrian Arab Rep.,2015,August,82
6315,USA,Syrian Arab Rep.,2015,September,86
6316,USA,Syrian Arab Rep.,2015,October,82
6317,USA,Syrian Arab Rep.,2015,November,97
6318,USA,Syrian Arab Rep.,2015,December,112
6319,USA,Syrian Arab Rep.,2016,January,70
6320,USA,Syrian Arab Rep.,2016,February,56
6321,USA,Syrian Arab Rep.,2016,March,68
6322,USA,Syrian Arab Rep.,2016,April,57
6323,USA,Syrian Arab Rep.,2016,May,57
6324,USA,Syrian Arab Rep.,2016,June,56
6325,USA,Syrian Arab Rep.,2016,July,43
6326,USA,Syrian Arab Rep.,2016,August,53
6327,USA,Syrian Arab Rep.,2016,September,43
6328,USA,Syrian Arab Rep.,2016,October,47
6329,USA,Syrian Arab Rep.,2016,November,52
6330,USA,Syrian Arab Rep.,2016,December,50
6331,USA,Syrian Arab Rep.,2017,January,41
6332,USA,Syrian Arab Rep.,2017,February,59
6333,USA,Syrian Arab Rep.,2017,March,50
6334,USA,Syrian Arab Rep.,2017,April,38
6335,USA,Syrian Arab Rep.,2017,May,51
6336,USA,Syrian Arab Rep.,2017,June,42
6337,USA,Syrian Arab Rep.,2017,July,32
6338,USA,Syrian Arab Rep.,2017,August,34
6339,USA,Syrian Arab Rep.,2017,September,30
6340,USA,Syrian Arab Rep.,2017,October,27
6341,USA,Syrian Arab Rep.,2017,November,27
6342,USA,Syrian Arab Rep.,2017,December,28
6343,USA,Syrian Arab Rep.,2018,January,34
6344,USA,Syrian Arab Rep.,2018,February,15
6345,USA,Syrian Arab Rep.,2018,March,23
6346,USA,Syrian Arab Rep.,2018,April,24
6347,USA,Syrian Arab Rep.,2018,May,29
6348,USA,Syrian Arab Rep.,2018,June,22
6349,USA,Syrian Arab Rep.,2018,July,17
6350,USA,Syrian Arab Rep.,2018,August,18
6351,USA,Myanmar,2000,January,24
6352,USA,Myanmar,2000,February,35
6353,USA,Myanmar,2000,March,40
6354,USA,Myanmar,2000,April,37
6355,USA,Myanmar,2000,May,31
6356,USA,Myanmar,2000,June,53
6357,USA,Myanmar,2000,July,45
6358,USA,Myanmar,2000,August,100
6359,USA,Myanmar,2000,September,134
6360,USA,Myanmar,2000,October,83
6361,USA,Myanmar,2000,November,149
6362,USA,Myanmar,2000,December,221
6363,USA,Myanmar,2001,January,257
6364,USA,Myanmar,2001,February,277
6365,USA,Myanmar,2001,March,77
6366,USA,Myanmar,2001,April,53
6367,USA,Myanmar,2001,May,70
6368,USA,Myanmar,2001,June,64
6369,USA,Myanmar,2001,July,43
6370,USA,Myanmar,2001,August,68
6371,USA,Myanmar,2001,September,67
6372,USA,Myanmar,2001,October,36
6373,USA,Myanmar,2001,November,71
6374,USA,Myanmar,2001,December,65
6375,USA,Myanmar,2002,January,70
6376,USA,Myanmar,2002,February,45
6377,USA,Myanmar,2002,March,48
6378,USA,Myanmar,2002,April,34
6379,USA,Myanmar,2002,May,35
6380,USA,Myanmar,2002,June,46
6381,USA,Myanmar,2002,July,42
6382,USA,Myanmar,2002,August,50
6383,USA,Myanmar,2002,September,26
6384,USA,Myanmar,2002,October,20
6385,USA,Myanmar,2002,November,28
6386,USA,Myanmar,2002,December,34
6387,USA,Myanmar,2003,January,33
6388,USA,Myanmar,2003,February,19
6389,USA,Myanmar,2003,March,34
6390,USA,Myanmar,2003,April,34
6391,USA,Myanmar,2003,May,49
6392,USA,Myanmar,2003,June,26
6393,USA,Myanmar,2003,July,33
6394,USA,Myanmar,2003,August,30
6395,USA,Myanmar,2003,September,30
6396,USA,Myanmar,2003,October,33
6397,USA,Myanmar,2003,November,13
6398,USA,Myanmar,2003,December,20
6399,USA,Myanmar,2004,January,25
6400,USA,Myanmar,2004,February,22
6401,USA,Myanmar,2004,March,23
6402,USA,Myanmar,2004,April,14
6403,USA,Myanmar,2004,May,14
6404,USA,Myanmar,2004,August,27
6405,USA,Myanmar,2004,September,26
6406,USA,Myanmar,2004,October,15
6407,USA,Myanmar,2004,November,18
6408,USA,Myanmar,2004,December,17
6409,USA,Myanmar,2005,January,12
6410,USA,Myanmar,2005,February,9
6411,USA,Myanmar,2005,March,15
6412,USA,Myanmar,2005,April,5
6413,USA,Myanmar,2005,May,12
6414,USA,Myanmar,2005,June,19
6415,USA,Myanmar,2005,July,16
6416,USA,Myanmar,2005,August,17
6417,USA,Myanmar,2005,September,11
6418,USA,Myanmar,2005,October,11
6419,USA,Myanmar,2005,November,20
6420,USA,Myanmar,2005,December,12
6421,USA,Myanmar,2006,January,14
6422,USA,Myanmar,2006,February,18
6423,USA,Myanmar,2006,March,17
6424,USA,Myanmar,2006,April,12
6425,USA,Myanmar,2006,May,15
6426,USA,Myanmar,2006,June,14
6427,USA,Myanmar,2006,July,13
6428,USA,Myanmar,2006,August,13
6429,USA,Myanmar,2006,September,10
6430,USA,Myanmar,2006,October,13
6431,USA,Myanmar,2006,November,17
6432,USA,Myanmar,2006,December,17
6433,USA,Myanmar,2007,January,14
6434,USA,Myanmar,2007,February,24
6435,USA,Myanmar,2007,March,15
6436,USA,Myanmar,2007,April,12
6437,USA,Myanmar,2007,May,12
6438,USA,Myanmar,2007,June,22
6439,USA,Myanmar,2007,July,13
6440,USA,Myanmar,2007,August,18
6441,USA,Myanmar,2007,September,19
6442,USA,Myanmar,2007,October,14
6443,USA,Myanmar,2007,November,18
6444,USA,Myanmar,2007,December,31
6445,USA,Myanmar,2008,January,16
6446,USA,Myanmar,2008,February,15
6447,USA,Myanmar,2008,March,16
6448,USA,Myanmar,2008,April,19
6449,USA,Myanmar,2008,May,8
6450,USA,Myanmar,2008,June,11
6451,USA,Myanmar,2008,July,30
6452,USA,Myanmar,2008,August,21
6453,USA,Myanmar,2008,September,18
6454,USA,Myanmar,2008,October,30
6455,USA,Myanmar,2008,November,20
6456,USA,Myanmar,2008,December,11
6457,USA,Myanmar,2009,January,17
6458,USA,Myanmar,2009,February,12
6459,USA,Myanmar,2009,March,25
6460,USA,Myanmar,2009,April,19
6461,USA,Myanmar,2009,May,13
6462,USA,Myanmar,2009,June,21
6463,USA,Myanmar,2009,July,14
6464,USA,Myanmar,2009,August,18
6465,USA,Myanmar,2009,September,18
6466,USA,Myanmar,2009,October,21
6467,USA,Myanmar,2009,November,13
6468,USA,Myanmar,2009,December,16
6469,USA,Myanmar,2010,January,18
6470,USA,Myanmar,2010,February,7
6471,USA,Myanmar,2010,March,21
6472,USA,Myanmar,2010,April,10
6473,USA,Myanmar,2010,May,11
6474,USA,Myanmar,2010,June,20
6475,USA,Myanmar,2010,July,27
6476,USA,Myanmar,2010,August,26
6477,USA,Myanmar,2010,September,13
6478,USA,Myanmar,2010,October,13
6479,USA,Myanmar,2010,November,17
6480,USA,Myanmar,2010,December,17
6481,USA,Myanmar,2011,January,16
6482,USA,Myanmar,2011,February,14
6483,USA,Myanmar,2011,March,14
6484,USA,Myanmar,2011,April,17
6485,USA,Myanmar,2011,May,20
6486,USA,Myanmar,2011,June,20
6487,USA,Myanmar,2011,July,24
6488,USA,Myanmar,2011,August,28
6489,USA,Myanmar,2011,September,13
6490,USA,Myanmar,2011,October,15
6491,USA,Myanmar,2011,November,13
6492,USA,Myanmar,2011,December,23
6493,USA,Myanmar,2012,January,5
6494,USA,Myanmar,2012,February,13
6495,USA,Myanmar,2012,March,16
6496,USA,Myanmar,2012,April,9
6497,USA,Myanmar,2012,May,6
6498,USA,Myanmar,2012,June,8
6499,USA,Myanmar,2012,July,9
6500,USA,Myanmar,2012,August,8
6501,USA,Myanmar,2012,September,7
6502,USA,Myanmar,2012,October,6
6503,USA,Myanmar,2012,November,5
6504,USA,Myanmar,2012,December,7
6505,USA,Myanmar,2013,January,11
6506,USA,Myanmar,2013,February,8
6507,USA,Myanmar,2013,March,10
6508,USA,Myanmar,2013,April,3
6509,USA,Myanmar,2013,May,7
6510,USA,Myanmar,2013,June,7
6511,USA,Myanmar,2013,July,7
6512,USA,Myanmar,2013,August,12
6513,USA,Myanmar,2013,September,9
6514,USA,Myanmar,2013,October,6
6515,USA,Myanmar,2013,November,11
6516,USA,Myanmar,2013,December,8
6517,USA,Myanmar,2014,January,8
6518,USA,Myanmar,2014,February,6
6519,USA,Myanmar,2014,March,6
6520,USA,Myanmar,2014,April,12
6521,USA,Myanmar,2014,May,8
6522,USA,Myanmar,2014,June,7
6523,USA,Myanmar,2014,July,17
6524,USA,Myanmar,2014,August,11
6525,USA,Myanmar,2014,September,9
6526,USA,Myanmar,2014,October,14
6527,USA,Myanmar,2014,November,13
6528,USA,Myanmar,2014,December,9
6529,USA,Myanmar,2015,January,14
6530,USA,Myanmar,2015,February,7
6531,USA,Myanmar,2015,March,12
6532,USA,Myanmar,2015,April,13
6533,USA,Myanmar,2015,May,13
6534,USA,Myanmar,2015,June,9
6535,USA,Myanmar,2015,July,10
6536,USA,Myanmar,2015,August,16
6537,USA,Myanmar,2015,September,17
6538,USA,Myanmar,2015,October,11
6539,USA,Myanmar,2015,November,12
6540,USA,Myanmar,2015,December,21
6541,USA,Myanmar,2016,January,24
6542,USA,Myanmar,2016,February,11
6543,USA,Myanmar,2016,March,18
6544,USA,Myanmar,2016,April,11
6545,USA,Myanmar,2016,May,15
6546,USA,Myanmar,2016,June,13
6547,USA,Myanmar,2016,July,19
6548,USA,Myanmar,2016,August,10
6549,USA,Myanmar,2016,September,15
6550,USA,Myanmar,2016,October,17
6551,USA,Myanmar,2016,November,21
6552,USA,Myanmar,2016,December,22
6553,USA,Myanmar,2017,January,16
6554,USA,Myanmar,2017,February,25
6555,USA,Myanmar,2017,March,35
6556,USA,Myanmar,2017,April,20
6557,USA,Myanmar,2017,May,29
6558,USA,Myanmar,2017,June,21
6559,USA,Myanmar,2017,July,24
6560,USA,Myanmar,2017,August,35
6561,USA,Myanmar,2017,September,20
6562,USA,Myanmar,2017,October,23
6563,USA,Myanmar,2017,November,22
6564,USA,Myanmar,2017,December,25
6565,USA,Myanmar,2018,January,41
6566,USA,Myanmar,2018,February,27
6567,USA,Myanmar,2018,March,24
6568,USA,Myanmar,2018,April,20
6569,USA,Myanmar,2018,May,20
6570,USA,Myanmar,2018,June,27
6571,USA,Myanmar,2018,July,20
6572,USA,Myanmar,2018,August,20
6573,USA,Somalia,2000,January,231
6574,USA,Somalia,2000,February,184
6575,USA,Somalia,2000,March,151
6576,USA,Somalia,2000,April,144
6577,USA,Somalia,2000,May,136
6578,USA,Somalia,2000,June,161
6579,USA,Somalia,2000,July,123
6580,USA,Somalia,2000,August,249
6581,USA,Somalia,2000,September,206
6582,USA,Somalia,2000,October,155
6583,USA,Somalia,2000,November,182
6584,USA,Somalia,2000,December,170
6585,USA,Somalia,2001,January,151
6586,USA,Somalia,2001,February,151
6587,USA,Somalia,2001,March,155
6588,USA,Somalia,2001,April,115
6589,USA,Somalia,2001,May,132
6590,USA,Somalia,2001,June,161
6591,USA,Somalia,2001,July,142
6592,USA,Somalia,2001,August,136
6593,USA,Somalia,2001,September,187
6594,USA,Somalia,2001,October,92
6595,USA,Somalia,2001,November,85
6596,USA,Somalia,2001,December,59
6597,USA,Somalia,2002,January,62
6598,USA,Somalia,2002,February,41
6599,USA,Somalia,2002,March,39
6600,USA,Somalia,2002,April,25
6601,USA,Somalia,2002,May,38
6602,USA,Somalia,2002,June,32
6603,USA,Somalia,2002,July,14
6604,USA,Somalia,2002,August,40
6605,USA,Somalia,2002,September,21
6606,USA,Somalia,2002,October,26
6607,USA,Somalia,2002,November,13
6608,USA,Somalia,2002,December,15
6609,USA,Somalia,2003,January,21
6610,USA,Somalia,2003,February,14
6611,USA,Somalia,2003,March,14
6612,USA,Somalia,2003,April,8
6613,USA,Somalia,2003,May,10
6614,USA,Somalia,2003,June,8
6615,USA,Somalia,2003,July,12
6616,USA,Somalia,2003,August,11
6617,USA,Somalia,2003,September,15
6618,USA,Somalia,2003,October,10
6619,USA,Somalia,2003,December,13
6620,USA,Somalia,2004,January,8
6621,USA,Somalia,2004,February,10
6622,USA,Somalia,2004,March,26
6623,USA,Somalia,2004,April,19
6624,USA,Somalia,2004,May,6
6625,USA,Somalia,2004,June,18
6626,USA,Somalia,2004,July,17
6627,USA,Somalia,2004,August,17
6628,USA,Somalia,2004,September,15
6629,USA,Somalia,2004,October,18
6630,USA,Somalia,2004,November,19
6631,USA,Somalia,2004,December,7
6632,USA,Somalia,2005,January,13
6633,USA,Somalia,2005,February,4
6634,USA,Somalia,2005,March,9
6635,USA,Somalia,2005,April,5
6636,USA,Somalia,2005,May,9
6637,USA,Somalia,2005,June,2
6638,USA,Somalia,2005,July,11
6639,USA,Somalia,2005,August,4
6640,USA,Somalia,2005,September,2
6641,USA,Somalia,2005,October,4
6642,USA,Somalia,2005,November,9
6643,USA,Somalia,2005,December,8
6644,USA,Somalia,2006,January,6
6645,USA,Somalia,2006,February,7
6646,USA,Somalia,2006,March,19
6647,USA,Somalia,2006,April,6
6648,USA,Somalia,2006,May,11
6649,USA,Somalia,2006,June,3
6650,USA,Somalia,2006,July,25
6651,USA,Somalia,2006,August,12
6652,USA,Somalia,2006,September,11
6653,USA,Somalia,2006,October,3
6654,USA,Somalia,2006,November,7
6655,USA,Somalia,2006,December,7
6656,USA,Somalia,2007,January,9
6657,USA,Somalia,2007,February,16
6658,USA,Somalia,2007,March,19
6659,USA,Somalia,2007,April,7
6660,USA,Somalia,2007,May,11
6661,USA,Somalia,2007,June,10
6662,USA,Somalia,2007,July,11
6663,USA,Somalia,2007,September,2
6664,USA,Somalia,2007,October,9
6665,USA,Somalia,2007,November,10
6666,USA,Somalia,2007,December,9
6667,USA,Somalia,2008,January,12
6668,USA,Somalia,2008,February,5
6669,USA,Somalia,2008,March,16
6670,USA,Somalia,2008,April,11
6671,USA,Somalia,2008,May,15
6672,USA,Somalia,2008,June,12
6673,USA,Somalia,2008,July,5
6674,USA,Somalia,2008,August,12
6675,USA,Somalia,2008,September,18
6676,USA,Somalia,2008,October,8
6677,USA,Somalia,2008,November,12
6678,USA,Somalia,2008,December,9
6679,USA,Somalia,2009,January,7
6680,USA,Somalia,2009,February,7
6681,USA,Somalia,2009,March,7
6682,USA,Somalia,2009,April,4
6683,USA,Somalia,2009,May,11
6684,USA,Somalia,2009,June,9
6685,USA,Somalia,2009,July,4
6686,USA,Somalia,2009,August,20
6687,USA,Somalia,2009,September,11
6688,USA,Somalia,2009,October,11
6689,USA,Somalia,2009,November,14
6690,USA,Somalia,2009,December,9
6691,USA,Somalia,2010,January,5
6692,USA,Somalia,2010,February,9
6693,USA,Somalia,2010,March,10
6694,USA,Somalia,2010,April,12
6695,USA,Somalia,2010,May,7
6696,USA,Somalia,2010,June,11
6697,USA,Somalia,2010,July,5
6698,USA,Somalia,2010,August,3
6699,USA,Somalia,2010,September,5
6700,USA,Somalia,2010,October,7
6701,USA,Somalia,2010,November,4
6702,USA,Somalia,2010,December,12
6703,USA,Somalia,2011,January,7
6704,USA,Somalia,2011,February,2
6705,USA,Somalia,2011,March,13
6706,USA,Somalia,2011,April,2
6707,USA,Somalia,2011,May,5
6708,USA,Somalia,2011,June,2
6709,USA,Somalia,2011,July,6
6710,USA,Somalia,2011,August,3
6711,USA,Somalia,2011,September,2
6712,USA,Somalia,2011,October,11
6713,USA,Somalia,2011,November,3
6714,USA,Somalia,2011,December,7
6715,USA,Somalia,2012,January,4
6716,USA,Somalia,2012,February,7
6717,USA,Somalia,2012,March,4
6718,USA,Somalia,2012,April,8
6719,USA,Somalia,2012,May,8
6720,USA,Somalia,2012,June,5
6721,USA,Somalia,2012,July,3
6722,USA,Somalia,2012,August,4
6723,USA,Somalia,2012,September,6
6724,USA,Somalia,2012,October,2
6725,USA,Somalia,2012,November,7
6726,USA,Somalia,2012,December,6
6727,USA,Somalia,2013,January,7
6728,USA,Somalia,2013,February,2
6729,USA,Somalia,2013,March,8
6730,USA,Somalia,2013,April,5
6731,USA,Somalia,2013,May,3
6732,USA,Somalia,2013,June,5
6733,USA,Somalia,2013,July,1
6734,USA,Somalia,2013,August,9
6735,USA,Somalia,2013,September,9
6736,USA,Somalia,2013,October,7
6737,USA,Somalia,2013,November,15
6738,USA,Somalia,2013,December,5
6739,USA,Somalia,2014,January,9
6740,USA,Somalia,2014,February,16
6741,USA,Somalia,2014,March,6
6742,USA,Somalia,2014,April,7
6743,USA,Somalia,2014,May,4
6744,USA,Somalia,2014,June,5
6745,USA,Somalia,2014,July,2
6746,USA,Somalia,2014,August,5
6747,USA,Somalia,2014,September,2
6748,USA,Somalia,2014,October,4
6749,USA,Somalia,2014,November,4
6750,USA,Somalia,2014,December,4
6751,USA,Somalia,2015,January,3
6752,USA,Somalia,2015,March,9
6753,USA,Somalia,2015,April,5
6754,USA,Somalia,2015,May,8
6755,USA,Somalia,2015,June,5
6756,USA,Somalia,2015,July,9
6757,USA,Somalia,2015,August,4
6758,USA,Somalia,2015,September,2
6759,USA,Somalia,2015,October,5
6760,USA,Somalia,2015,November,2
6761,USA,Somalia,2015,December,13
6762,USA,Somalia,2016,February,12
6763,USA,Somalia,2016,March,9
6764,USA,Somalia,2016,April,10
6765,USA,Somalia,2016,May,3
6766,USA,Somalia,2016,June,3
6767,USA,Somalia,2016,July,3
6768,USA,Somalia,2016,August,4
6769,USA,Somalia,2016,September,7
6770,USA,Somalia,2016,October,2
6771,USA,Somalia,2016,November,9
6772,USA,Somalia,2016,December,5
6773,USA,Somalia,2017,January,*
6774,USA,Somalia,2017,February,*
6775,USA,Somalia,2017,March,*
6776,USA,Somalia,2017,April,8
6777,USA,Somalia,2017,May,6
6778,USA,Somalia,2017,June,*
6779,USA,Somalia,2017,July,*
6780,USA,Somalia,2017,August,5
6781,USA,Somalia,2017,September,*
6782,USA,Somalia,2017,October,*
6783,USA,Somalia,2017,November,*
6784,USA,Somalia,2017,December,*
6785,USA,Somalia,2018,January,5
6786,USA,Somalia,2018,February,*
6787,USA,Somalia,2018,March,*
6788,USA,Somalia,2018,May,*
6789,USA,Somalia,2018,June,*
