,destination,Origin,Year,Month,Value
0,Canada,Afghanistan,1999,January,62
1,Canada,Afghanistan,1999,February,32
2,Canada,Afghanistan,1999,March,25
3,Canada,Afghanistan,1999,April,20
4,Canada,Afghanistan,1999,May,26
5,Canada,Afghanistan,1999,June,45
6,Canada,Afghanistan,1999,July,47
7,Canada,Afghanistan,1999,August,41
8,Canada,Afghanistan,1999,September,53
9,Canada,Afghanistan,1999,October,54
10,Canada,Afghanistan,1999,November,61
11,Canada,Afghanistan,1999,December,73
12,Canada,Afghanistan,2000,January,24
13,Canada,Afghanistan,2000,February,29
14,Canada,Afghanistan,2000,March,55
15,Canada,Afghanistan,2000,April,18
16,Canada,Afghanistan,2000,May,28
17,Canada,Afghanistan,2000,June,35
18,Canada,Afghanistan,2000,July,61
19,Canada,Afghanistan,2000,August,47
20,Canada,Afghanistan,2000,September,63
21,Canada,Afghanistan,2000,October,36
22,Canada,Afghanistan,2000,November,47
23,Canada,Afghanistan,2000,December,28
24,Canada,Afghanistan,2001,January,43
25,Canada,Afghanistan,2001,February,35
26,Canada,Afghanistan,2001,March,34
27,Canada,Afghanistan,2001,April,29
28,Canada,Afghanistan,2001,May,35
29,Canada,Afghanistan,2001,June,22
30,Canada,Afghanistan,2001,July,69
31,Canada,Afghanistan,2001,August,39
32,Canada,Afghanistan,2001,September,51
33,Canada,Afghanistan,2001,October,51
34,Canada,Afghanistan,2001,November,18
35,Canada,Afghanistan,2001,December,3
36,Canada,Afghanistan,2002,January,13
37,Canada,Afghanistan,2002,February,11
38,Canada,Afghanistan,2002,March,3
39,Canada,Afghanistan,2002,April,3
40,Canada,Afghanistan,2002,May,6
41,Canada,Afghanistan,2002,June,5
42,Canada,Afghanistan,2002,July,2
43,Canada,Afghanistan,2002,August,8
44,Canada,Afghanistan,2002,September,7
45,Canada,Afghanistan,2002,October,17
46,Canada,Afghanistan,2002,November,3
47,Canada,Afghanistan,2002,December,10
48,Canada,Afghanistan,2003,January,1
49,Canada,Afghanistan,2003,February,12
50,Canada,Afghanistan,2003,March,5
51,Canada,Afghanistan,2003,April,11
52,Canada,Afghanistan,2003,May,7
53,Canada,Afghanistan,2003,June,6
54,Canada,Afghanistan,2003,July,13
55,Canada,Afghanistan,2003,August,15
56,Canada,Afghanistan,2003,September,12
57,Canada,Afghanistan,2003,October,15
58,Canada,Afghanistan,2003,November,19
59,Canada,Afghanistan,2003,December,5
60,Canada,Afghanistan,2004,January,12
61,Canada,Afghanistan,2004,February,5
62,Canada,Afghanistan,2004,March,15
63,Canada,Afghanistan,2004,April,8
64,Canada,Afghanistan,2004,May,6
65,Canada,Afghanistan,2004,June,12
66,Canada,Afghanistan,2004,July,3
67,Canada,Afghanistan,2004,August,10
68,Canada,Afghanistan,2004,September,18
69,Canada,Afghanistan,2004,October,12
70,Canada,Afghanistan,2004,November,15
71,Canada,Afghanistan,2004,December,12
72,Canada,Afghanistan,2005,January,17
73,Canada,Afghanistan,2005,February,15
74,Canada,Afghanistan,2005,March,4
75,Canada,Afghanistan,2005,April,16
76,Canada,Afghanistan,2005,May,4
77,Canada,Afghanistan,2005,June,29
78,Canada,Afghanistan,2005,July,39
79,Canada,Afghanistan,2005,August,20
80,Canada,Afghanistan,2005,September,31
81,Canada,Afghanistan,2005,October,28
82,Canada,Afghanistan,2005,November,22
83,Canada,Afghanistan,2005,December,13
84,Canada,Afghanistan,2006,January,30
85,Canada,Afghanistan,2006,February,22
86,Canada,Afghanistan,2006,March,14
87,Canada,Afghanistan,2006,April,6
88,Canada,Afghanistan,2006,May,24
89,Canada,Afghanistan,2006,June,5
90,Canada,Afghanistan,2006,July,19
91,Canada,Afghanistan,2006,August,21
92,Canada,Afghanistan,2006,September,28
93,Canada,Afghanistan,2006,October,28
94,Canada,Afghanistan,2006,November,16
95,Canada,Afghanistan,2006,December,16
96,Canada,Afghanistan,2007,January,48
97,Canada,Afghanistan,2007,February,24
98,Canada,Afghanistan,2007,March,12
99,Canada,Afghanistan,2007,April,20
100,Canada,Afghanistan,2007,May,17
101,Canada,Afghanistan,2007,June,14
102,Canada,Afghanistan,2007,July,14
103,Canada,Afghanistan,2007,August,29
104,Canada,Afghanistan,2007,September,28
105,Canada,Afghanistan,2007,October,23
106,Canada,Afghanistan,2007,November,21
107,Canada,Afghanistan,2007,December,20
108,Canada,Afghanistan,2008,January,30
109,Canada,Afghanistan,2008,February,31
110,Canada,Afghanistan,2008,March,22
111,Canada,Afghanistan,2008,April,32
112,Canada,Afghanistan,2008,May,29
113,Canada,Afghanistan,2008,June,31
114,Canada,Afghanistan,2008,July,34
115,Canada,Afghanistan,2008,August,24
116,Canada,Afghanistan,2008,September,58
117,Canada,Afghanistan,2008,October,43
118,Canada,Afghanistan,2008,November,40
119,Canada,Afghanistan,2008,December,34
120,Canada,Afghanistan,2009,January,36
121,Canada,Afghanistan,2009,February,17
122,Canada,Afghanistan,2009,March,32
123,Canada,Afghanistan,2009,April,14
124,Canada,Afghanistan,2009,May,32
125,Canada,Afghanistan,2009,June,68
126,Canada,Afghanistan,2009,July,51
127,Canada,Afghanistan,2009,August,37
128,Canada,Afghanistan,2009,September,38
129,Canada,Afghanistan,2009,October,31
130,Canada,Afghanistan,2009,November,25
131,Canada,Afghanistan,2009,December,29
132,Canada,Afghanistan,2010,January,46
133,Canada,Afghanistan,2010,February,29
134,Canada,Afghanistan,2010,March,29
135,Canada,Afghanistan,2010,April,19
136,Canada,Afghanistan,2010,May,21
137,Canada,Afghanistan,2010,June,37
138,Canada,Afghanistan,2010,July,31
139,Canada,Afghanistan,2010,August,39
140,Canada,Afghanistan,2010,September,68
141,Canada,Afghanistan,2010,October,26
142,Canada,Afghanistan,2010,November,17
143,Canada,Afghanistan,2010,December,30
144,Canada,Afghanistan,2011,January,38
145,Canada,Afghanistan,2011,February,27
146,Canada,Afghanistan,2011,March,26
147,Canada,Afghanistan,2011,April,24
148,Canada,Afghanistan,2011,May,24
149,Canada,Afghanistan,2011,June,35
150,Canada,Afghanistan,2011,July,31
151,Canada,Afghanistan,2011,August,52
152,Canada,Afghanistan,2011,September,38
153,Canada,Afghanistan,2011,October,40
154,Canada,Afghanistan,2011,November,30
155,Canada,Afghanistan,2011,December,32
156,Canada,Afghanistan,2012,January,27
157,Canada,Afghanistan,2012,February,24
158,Canada,Afghanistan,2012,March,20
159,Canada,Afghanistan,2012,April,20
160,Canada,Afghanistan,2012,May,16
161,Canada,Afghanistan,2012,June,25
162,Canada,Afghanistan,2012,July,27
163,Canada,Afghanistan,2012,August,28
164,Canada,Afghanistan,2012,September,47
165,Canada,Afghanistan,2012,October,67
166,Canada,Afghanistan,2012,November,39
167,Canada,Afghanistan,2012,December,22
168,Canada,Afghanistan,2013,January,31
169,Canada,Afghanistan,2013,February,26
170,Canada,Afghanistan,2013,March,15
171,Canada,Afghanistan,2013,April,13
172,Canada,Afghanistan,2013,May,35
173,Canada,Afghanistan,2013,June,28
174,Canada,Afghanistan,2013,July,35
175,Canada,Afghanistan,2013,August,38
176,Canada,Afghanistan,2013,September,49
177,Canada,Afghanistan,2013,October,29
178,Canada,Afghanistan,2013,November,46
179,Canada,Afghanistan,2013,December,41
180,Canada,Afghanistan,2014,January,27
181,Canada,Afghanistan,2014,February,23
182,Canada,Afghanistan,2014,March,22
183,Canada,Afghanistan,2014,April,36
184,Canada,Afghanistan,2014,May,51
185,Canada,Afghanistan,2014,June,47
186,Canada,Afghanistan,2014,July,44
187,Canada,Afghanistan,2014,August,37
188,Canada,Afghanistan,2014,September,55
189,Canada,Afghanistan,2014,October,35
190,Canada,Afghanistan,2014,November,32
191,Canada,Afghanistan,2014,December,52
192,Canada,Afghanistan,2015,January,45
193,Canada,Afghanistan,2015,February,34
194,Canada,Afghanistan,2015,March,32
195,Canada,Afghanistan,2015,April,20
196,Canada,Afghanistan,2015,May,19
197,Canada,Afghanistan,2015,June,25
198,Canada,Afghanistan,2015,July,37
199,Canada,Afghanistan,2015,August,19
200,Canada,Afghanistan,2015,September,56
201,Canada,Afghanistan,2015,October,64
202,Canada,Afghanistan,2015,November,62
203,Canada,Afghanistan,2015,December,81
204,Canada,Afghanistan,2016,January,80
205,Canada,Afghanistan,2016,February,74
206,Canada,Afghanistan,2016,March,58
207,Canada,Afghanistan,2016,April,33
208,Canada,Afghanistan,2016,May,41
209,Canada,Afghanistan,2016,June,66
210,Canada,Afghanistan,2016,July,35
211,Canada,Afghanistan,2016,August,49
212,Canada,Afghanistan,2016,September,54
213,Canada,Afghanistan,2016,October,57
214,Canada,Afghanistan,2016,November,56
215,Canada,Afghanistan,2016,December,35
216,Canada,Afghanistan,2017,January,56
217,Canada,Afghanistan,2017,February,46
218,Canada,Afghanistan,2017,March,46
219,Canada,Afghanistan,2017,April,50
220,Canada,Afghanistan,2017,May,54
221,Canada,Afghanistan,2017,June,51
222,Canada,Afghanistan,2017,July,67
223,Canada,Afghanistan,2017,August,65
224,Canada,Afghanistan,2017,September,51
225,Canada,Afghanistan,2017,October,80
226,Canada,Afghanistan,2017,November,51
227,Canada,Afghanistan,2017,December,47
228,Canada,Afghanistan,2018,January,35
229,Canada,Afghanistan,2018,February,44
230,Canada,Afghanistan,2018,March,36
231,Canada,Afghanistan,2018,April,47
232,Canada,Myanmar,1999,January,1
233,Canada,Myanmar,1999,March,1
234,Canada,Myanmar,1999,May,4
235,Canada,Myanmar,1999,June,1
236,Canada,Myanmar,1999,July,1
237,Canada,Myanmar,1999,August,3
238,Canada,Myanmar,1999,September,1
239,Canada,Myanmar,1999,October,1
240,Canada,Myanmar,1999,November,1
241,Canada,Myanmar,1999,December,1
242,Canada,Myanmar,2000,January,1
243,Canada,Myanmar,2000,February,3
244,Canada,Myanmar,2000,March,4
245,Canada,Myanmar,2000,April,1
246,Canada,Myanmar,2000,June,2
247,Canada,Myanmar,2000,August,1
248,Canada,Myanmar,2000,September,1
249,Canada,Myanmar,2000,October,1
250,Canada,Myanmar,2001,February,7
251,Canada,Myanmar,2001,March,2
252,Canada,Myanmar,2001,May,1
253,Canada,Myanmar,2001,June,4
254,Canada,Myanmar,2001,July,1
255,Canada,Myanmar,2001,August,2
256,Canada,Myanmar,2001,September,2
257,Canada,Myanmar,2001,October,1
258,Canada,Myanmar,2001,November,2
259,Canada,Myanmar,2001,December,1
260,Canada,Myanmar,2002,February,5
261,Canada,Myanmar,2002,March,3
262,Canada,Myanmar,2002,April,6
263,Canada,Myanmar,2002,May,6
264,Canada,Myanmar,2002,June,2
265,Canada,Myanmar,2002,July,3
266,Canada,Myanmar,2002,August,3
267,Canada,Myanmar,2002,September,2
268,Canada,Myanmar,2002,October,1
269,Canada,Myanmar,2002,November,10
270,Canada,Myanmar,2002,December,7
271,Canada,Myanmar,2003,January,3
272,Canada,Myanmar,2003,March,3
273,Canada,Myanmar,2003,June,1
274,Canada,Myanmar,2003,September,1
275,Canada,Myanmar,2003,October,2
276,Canada,Myanmar,2003,November,3
277,Canada,Myanmar,2003,December,3
278,Canada,Myanmar,2004,January,2
279,Canada,Myanmar,2004,February,5
280,Canada,Myanmar,2004,April,5
281,Canada,Myanmar,2004,June,3
282,Canada,Myanmar,2004,July,2
283,Canada,Myanmar,2004,August,4
284,Canada,Myanmar,2004,September,6
285,Canada,Myanmar,2004,October,3
286,Canada,Myanmar,2004,November,1
287,Canada,Myanmar,2005,January,1
288,Canada,Myanmar,2005,February,7
289,Canada,Myanmar,2005,March,1
290,Canada,Myanmar,2005,April,4
291,Canada,Myanmar,2005,May,3
292,Canada,Myanmar,2005,July,2
293,Canada,Myanmar,2005,August,1
294,Canada,Myanmar,2005,September,4
295,Canada,Myanmar,2005,October,3
296,Canada,Myanmar,2005,November,2
297,Canada,Myanmar,2005,December,3
298,Canada,Myanmar,2006,January,3
299,Canada,Myanmar,2006,February,3
300,Canada,Myanmar,2006,April,2
301,Canada,Myanmar,2006,May,7
302,Canada,Myanmar,2006,June,3
303,Canada,Myanmar,2006,July,2
304,Canada,Myanmar,2006,September,2
305,Canada,Myanmar,2006,November,1
306,Canada,Myanmar,2007,January,9
307,Canada,Myanmar,2007,February,1
308,Canada,Myanmar,2007,March,1
309,Canada,Myanmar,2007,April,2
310,Canada,Myanmar,2007,May,1
311,Canada,Myanmar,2007,October,4
312,Canada,Myanmar,2007,November,2
313,Canada,Myanmar,2007,December,1
314,Canada,Myanmar,2008,January,1
315,Canada,Myanmar,2008,February,1
316,Canada,Myanmar,2008,March,2
317,Canada,Myanmar,2008,April,1
318,Canada,Myanmar,2008,May,1
319,Canada,Myanmar,2008,June,2
320,Canada,Myanmar,2008,August,2
321,Canada,Myanmar,2008,October,2
322,Canada,Myanmar,2008,November,2
323,Canada,Myanmar,2009,January,1
324,Canada,Myanmar,2009,March,1
325,Canada,Myanmar,2009,June,1
326,Canada,Myanmar,2009,August,3
327,Canada,Myanmar,2009,September,1
328,Canada,Myanmar,2009,November,2
329,Canada,Myanmar,2009,December,1
330,Canada,Myanmar,2010,June,2
331,Canada,Myanmar,2010,July,1
332,Canada,Myanmar,2010,September,1
333,Canada,Myanmar,2010,October,4
334,Canada,Myanmar,2010,December,2
335,Canada,Myanmar,2011,January,1
336,Canada,Myanmar,2011,August,1
337,Canada,Myanmar,2011,November,5
338,Canada,Myanmar,2012,December,2
339,Canada,Myanmar,2014,July,1
340,Canada,Myanmar,2014,October,1
341,Canada,Myanmar,2014,December,3
342,Canada,Myanmar,2015,May,1
343,Canada,Myanmar,2016,September,1
344,Canada,Myanmar,2016,October,1
345,Canada,Myanmar,2017,January,*
346,Canada,Myanmar,2017,February,*
347,Canada,Myanmar,2017,March,*
348,Canada,Myanmar,2017,April,*
349,Canada,Myanmar,2017,July,*
350,Canada,Myanmar,2017,October,*
351,Canada,Myanmar,2018,January,*
352,Canada,Myanmar,2018,February,*
353,Canada,Somalia,1999,January,29
354,Canada,Somalia,1999,February,25
355,Canada,Somalia,1999,March,48
356,Canada,Somalia,1999,April,26
357,Canada,Somalia,1999,May,40
358,Canada,Somalia,1999,June,25
359,Canada,Somalia,1999,July,35
360,Canada,Somalia,1999,August,66
361,Canada,Somalia,1999,September,70
362,Canada,Somalia,1999,October,65
363,Canada,Somalia,1999,November,60
364,Canada,Somalia,1999,December,46
365,Canada,Somalia,2000,January,59
366,Canada,Somalia,2000,February,55
367,Canada,Somalia,2000,March,45
368,Canada,Somalia,2000,April,61
369,Canada,Somalia,2000,May,32
370,Canada,Somalia,2000,June,82
371,Canada,Somalia,2000,July,59
372,Canada,Somalia,2000,August,90
373,Canada,Somalia,2000,September,105
374,Canada,Somalia,2000,October,78
375,Canada,Somalia,2000,November,75
376,Canada,Somalia,2000,December,92
377,Canada,Somalia,2001,January,54
378,Canada,Somalia,2001,February,50
379,Canada,Somalia,2001,March,59
380,Canada,Somalia,2001,April,54
381,Canada,Somalia,2001,May,77
382,Canada,Somalia,2001,June,53
383,Canada,Somalia,2001,July,117
384,Canada,Somalia,2001,August,81
385,Canada,Somalia,2001,September,46
386,Canada,Somalia,2001,October,68
387,Canada,Somalia,2001,November,36
388,Canada,Somalia,2001,December,22
389,Canada,Somalia,2002,January,25
390,Canada,Somalia,2002,February,27
391,Canada,Somalia,2002,March,15
392,Canada,Somalia,2002,April,28
393,Canada,Somalia,2002,May,10
394,Canada,Somalia,2002,June,18
395,Canada,Somalia,2002,July,49
396,Canada,Somalia,2002,August,47
397,Canada,Somalia,2002,September,42
398,Canada,Somalia,2002,October,32
399,Canada,Somalia,2002,November,29
400,Canada,Somalia,2002,December,20
401,Canada,Somalia,2003,January,35
402,Canada,Somalia,2003,February,15
403,Canada,Somalia,2003,March,5
404,Canada,Somalia,2003,April,22
405,Canada,Somalia,2003,May,31
406,Canada,Somalia,2003,June,21
407,Canada,Somalia,2003,July,27
408,Canada,Somalia,2003,August,43
409,Canada,Somalia,2003,September,32
410,Canada,Somalia,2003,October,29
411,Canada,Somalia,2003,November,38
412,Canada,Somalia,2003,December,38
413,Canada,Somalia,2004,January,30
414,Canada,Somalia,2004,February,25
415,Canada,Somalia,2004,March,34
416,Canada,Somalia,2004,April,19
417,Canada,Somalia,2004,May,18
418,Canada,Somalia,2004,June,41
419,Canada,Somalia,2004,July,25
420,Canada,Somalia,2004,August,51
421,Canada,Somalia,2004,September,30
422,Canada,Somalia,2004,October,34
423,Canada,Somalia,2004,November,47
424,Canada,Somalia,2004,December,55
425,Canada,Somalia,2005,January,37
426,Canada,Somalia,2005,February,27
427,Canada,Somalia,2005,March,10
428,Canada,Somalia,2005,April,34
429,Canada,Somalia,2005,May,13
430,Canada,Somalia,2005,June,15
431,Canada,Somalia,2005,July,12
432,Canada,Somalia,2005,August,17
433,Canada,Somalia,2005,September,22
434,Canada,Somalia,2005,October,12
435,Canada,Somalia,2005,November,22
436,Canada,Somalia,2005,December,20
437,Canada,Somalia,2006,January,21
438,Canada,Somalia,2006,February,17
439,Canada,Somalia,2006,March,14
440,Canada,Somalia,2006,April,19
441,Canada,Somalia,2006,May,14
442,Canada,Somalia,2006,June,19
443,Canada,Somalia,2006,July,19
444,Canada,Somalia,2006,August,12
445,Canada,Somalia,2006,September,16
446,Canada,Somalia,2006,October,14
447,Canada,Somalia,2006,November,21
448,Canada,Somalia,2006,December,14
449,Canada,Somalia,2007,January,22
450,Canada,Somalia,2007,February,15
451,Canada,Somalia,2007,March,20
452,Canada,Somalia,2007,April,26
453,Canada,Somalia,2007,May,16
454,Canada,Somalia,2007,June,1
455,Canada,Somalia,2007,July,36
456,Canada,Somalia,2007,August,16
457,Canada,Somalia,2007,September,18
458,Canada,Somalia,2007,October,21
459,Canada,Somalia,2007,November,29
460,Canada,Somalia,2007,December,18
461,Canada,Somalia,2008,January,42
462,Canada,Somalia,2008,February,35
463,Canada,Somalia,2008,March,21
464,Canada,Somalia,2008,April,24
465,Canada,Somalia,2008,May,33
466,Canada,Somalia,2008,June,28
467,Canada,Somalia,2008,July,43
468,Canada,Somalia,2008,August,29
469,Canada,Somalia,2008,September,68
470,Canada,Somalia,2008,October,43
471,Canada,Somalia,2008,November,42
472,Canada,Somalia,2008,December,33
473,Canada,Somalia,2009,January,49
474,Canada,Somalia,2009,February,36
475,Canada,Somalia,2009,March,37
476,Canada,Somalia,2009,April,24
477,Canada,Somalia,2009,May,33
478,Canada,Somalia,2009,June,49
479,Canada,Somalia,2009,July,51
480,Canada,Somalia,2009,August,31
481,Canada,Somalia,2009,September,47
482,Canada,Somalia,2009,October,40
483,Canada,Somalia,2009,November,36
484,Canada,Somalia,2009,December,41
485,Canada,Somalia,2010,January,29
486,Canada,Somalia,2010,February,30
487,Canada,Somalia,2010,March,15
488,Canada,Somalia,2010,April,22
489,Canada,Somalia,2010,May,29
490,Canada,Somalia,2010,June,34
491,Canada,Somalia,2010,July,53
492,Canada,Somalia,2010,August,34
493,Canada,Somalia,2010,September,33
494,Canada,Somalia,2010,October,39
495,Canada,Somalia,2010,November,27
496,Canada,Somalia,2010,December,20
497,Canada,Somalia,2011,January,23
498,Canada,Somalia,2011,February,28
499,Canada,Somalia,2011,March,18
500,Canada,Somalia,2011,April,20
501,Canada,Somalia,2011,May,37
502,Canada,Somalia,2011,June,15
503,Canada,Somalia,2011,July,32
504,Canada,Somalia,2011,August,46
505,Canada,Somalia,2011,September,65
506,Canada,Somalia,2011,October,47
507,Canada,Somalia,2011,November,53
508,Canada,Somalia,2011,December,25
509,Canada,Somalia,2012,January,25
510,Canada,Somalia,2012,February,26
511,Canada,Somalia,2012,March,36
512,Canada,Somalia,2012,April,31
513,Canada,Somalia,2012,May,29
514,Canada,Somalia,2012,June,23
515,Canada,Somalia,2012,July,47
516,Canada,Somalia,2012,August,30
517,Canada,Somalia,2012,September,36
518,Canada,Somalia,2012,October,63
519,Canada,Somalia,2012,November,47
520,Canada,Somalia,2012,December,20
521,Canada,Somalia,2013,January,27
522,Canada,Somalia,2013,February,14
523,Canada,Somalia,2013,March,21
524,Canada,Somalia,2013,April,21
525,Canada,Somalia,2013,May,27
526,Canada,Somalia,2013,June,28
527,Canada,Somalia,2013,July,26
528,Canada,Somalia,2013,August,36
529,Canada,Somalia,2013,September,25
530,Canada,Somalia,2013,October,14
531,Canada,Somalia,2013,November,27
532,Canada,Somalia,2013,December,25
533,Canada,Somalia,2014,January,36
534,Canada,Somalia,2014,February,8
535,Canada,Somalia,2014,March,19
536,Canada,Somalia,2014,April,5
537,Canada,Somalia,2014,May,23
538,Canada,Somalia,2014,June,14
539,Canada,Somalia,2014,July,51
540,Canada,Somalia,2014,August,36
541,Canada,Somalia,2014,September,56
542,Canada,Somalia,2014,October,34
543,Canada,Somalia,2014,November,40
544,Canada,Somalia,2014,December,9
545,Canada,Somalia,2015,January,26
546,Canada,Somalia,2015,February,28
547,Canada,Somalia,2015,March,12
548,Canada,Somalia,2015,April,28
549,Canada,Somalia,2015,May,26
550,Canada,Somalia,2015,June,35
551,Canada,Somalia,2015,July,45
552,Canada,Somalia,2015,August,62
553,Canada,Somalia,2015,September,72
554,Canada,Somalia,2015,October,54
555,Canada,Somalia,2015,November,67
556,Canada,Somalia,2015,December,51
557,Canada,Somalia,2016,January,45
558,Canada,Somalia,2016,February,44
559,Canada,Somalia,2016,March,83
560,Canada,Somalia,2016,April,53
561,Canada,Somalia,2016,May,63
562,Canada,Somalia,2016,June,48
563,Canada,Somalia,2016,July,49
564,Canada,Somalia,2016,August,58
565,Canada,Somalia,2016,September,58
566,Canada,Somalia,2016,October,69
567,Canada,Somalia,2016,November,56
568,Canada,Somalia,2016,December,36
569,Canada,Somalia,2017,January,40
570,Canada,Somalia,2017,February,134
571,Canada,Somalia,2017,March,108
572,Canada,Somalia,2017,April,99
573,Canada,Somalia,2017,May,79
574,Canada,Somalia,2017,June,79
575,Canada,Somalia,2017,July,79
576,Canada,Somalia,2017,August,67
577,Canada,Somalia,2017,September,65
578,Canada,Somalia,2017,October,59
579,Canada,Somalia,2017,November,49
580,Canada,Somalia,2017,December,26
581,Canada,Somalia,2018,January,33
582,Canada,Somalia,2018,February,56
583,Canada,Somalia,2018,March,46
584,Canada,Somalia,2018,April,60
585,Canada,Sudan,1999,January,12
586,Canada,Sudan,1999,February,18
587,Canada,Sudan,1999,March,29
588,Canada,Sudan,1999,April,12
589,Canada,Sudan,1999,May,18
590,Canada,Sudan,1999,June,22
591,Canada,Sudan,1999,July,39
592,Canada,Sudan,1999,August,52
593,Canada,Sudan,1999,September,39
594,Canada,Sudan,1999,October,38
595,Canada,Sudan,1999,November,40
596,Canada,Sudan,1999,December,25
597,Canada,Sudan,2000,January,29
598,Canada,Sudan,2000,February,17
599,Canada,Sudan,2000,March,13
600,Canada,Sudan,2000,April,10
601,Canada,Sudan,2000,May,28
602,Canada,Sudan,2000,June,23
603,Canada,Sudan,2000,July,54
604,Canada,Sudan,2000,August,58
605,Canada,Sudan,2000,September,53
606,Canada,Sudan,2000,October,60
607,Canada,Sudan,2000,November,21
608,Canada,Sudan,2000,December,13
609,Canada,Sudan,2001,January,46
610,Canada,Sudan,2001,February,20
611,Canada,Sudan,2001,March,35
612,Canada,Sudan,2001,April,9
613,Canada,Sudan,2001,May,14
614,Canada,Sudan,2001,June,38
615,Canada,Sudan,2001,July,55
616,Canada,Sudan,2001,August,43
617,Canada,Sudan,2001,September,53
618,Canada,Sudan,2001,October,30
619,Canada,Sudan,2001,November,26
620,Canada,Sudan,2001,December,12
621,Canada,Sudan,2002,January,12
622,Canada,Sudan,2002,February,20
623,Canada,Sudan,2002,March,9
624,Canada,Sudan,2002,April,8
625,Canada,Sudan,2002,May,10
626,Canada,Sudan,2002,June,24
627,Canada,Sudan,2002,July,18
628,Canada,Sudan,2002,August,15
629,Canada,Sudan,2002,September,13
630,Canada,Sudan,2002,October,19
631,Canada,Sudan,2002,November,8
632,Canada,Sudan,2002,December,14
633,Canada,Sudan,2003,January,7
634,Canada,Sudan,2003,February,10
635,Canada,Sudan,2003,March,7
636,Canada,Sudan,2003,April,5
637,Canada,Sudan,2003,May,7
638,Canada,Sudan,2003,June,14
639,Canada,Sudan,2003,July,6
640,Canada,Sudan,2003,August,9
641,Canada,Sudan,2003,September,8
642,Canada,Sudan,2003,October,26
643,Canada,Sudan,2003,November,14
644,Canada,Sudan,2003,December,5
645,Canada,Sudan,2004,January,6
646,Canada,Sudan,2004,February,7
647,Canada,Sudan,2004,March,5
648,Canada,Sudan,2004,April,4
649,Canada,Sudan,2004,May,7
650,Canada,Sudan,2004,June,9
651,Canada,Sudan,2004,July,3
652,Canada,Sudan,2004,August,8
653,Canada,Sudan,2004,September,5
654,Canada,Sudan,2004,October,7
655,Canada,Sudan,2004,November,5
656,Canada,Sudan,2004,December,3
657,Canada,Sudan,2005,January,4
658,Canada,Sudan,2005,February,3
659,Canada,Sudan,2005,March,2
660,Canada,Sudan,2005,April,2
661,Canada,Sudan,2005,May,3
662,Canada,Sudan,2005,June,1
663,Canada,Sudan,2005,July,6
664,Canada,Sudan,2005,August,5
665,Canada,Sudan,2005,September,3
666,Canada,Sudan,2005,November,5
667,Canada,Sudan,2005,December,3
668,Canada,Sudan,2006,January,4
669,Canada,Sudan,2006,February,2
670,Canada,Sudan,2006,March,4
671,Canada,Sudan,2006,April,3
672,Canada,Sudan,2006,May,6
673,Canada,Sudan,2006,June,3
674,Canada,Sudan,2006,July,3
675,Canada,Sudan,2006,August,7
676,Canada,Sudan,2006,September,4
677,Canada,Sudan,2006,October,5
678,Canada,Sudan,2006,November,4
679,Canada,Sudan,2006,December,5
680,Canada,Sudan,2007,January,5
681,Canada,Sudan,2007,February,1
682,Canada,Sudan,2007,March,5
683,Canada,Sudan,2007,April,1
684,Canada,Sudan,2007,May,6
685,Canada,Sudan,2007,June,5
686,Canada,Sudan,2007,July,5
687,Canada,Sudan,2007,August,4
688,Canada,Sudan,2007,September,4
689,Canada,Sudan,2007,October,2
690,Canada,Sudan,2007,November,9
691,Canada,Sudan,2007,December,2
692,Canada,Sudan,2008,January,8
693,Canada,Sudan,2008,February,6
694,Canada,Sudan,2008,April,2
695,Canada,Sudan,2008,May,3
696,Canada,Sudan,2008,June,2
697,Canada,Sudan,2008,July,1
698,Canada,Sudan,2008,August,5
699,Canada,Sudan,2008,September,5
700,Canada,Sudan,2008,October,4
701,Canada,Sudan,2008,December,1
702,Canada,Sudan,2009,January,3
703,Canada,Sudan,2009,February,2
704,Canada,Sudan,2009,March,1
705,Canada,Sudan,2009,May,3
706,Canada,Sudan,2009,June,6
707,Canada,Sudan,2009,July,3
708,Canada,Sudan,2009,August,3
709,Canada,Sudan,2009,September,3
710,Canada,Sudan,2009,November,2
711,Canada,Sudan,2010,January,8
712,Canada,Sudan,2010,February,1
713,Canada,Sudan,2010,March,1
714,Canada,Sudan,2010,April,3
715,Canada,Sudan,2010,May,2
716,Canada,Sudan,2010,June,4
717,Canada,Sudan,2010,August,7
718,Canada,Sudan,2010,September,7
719,Canada,Sudan,2010,October,3
720,Canada,Sudan,2010,November,11
721,Canada,Sudan,2010,December,2
722,Canada,Sudan,2011,January,1
723,Canada,Sudan,2011,February,4
724,Canada,Sudan,2011,March,4
725,Canada,Sudan,2011,April,1
726,Canada,Sudan,2011,May,8
727,Canada,Sudan,2011,June,6
728,Canada,Sudan,2011,July,11
729,Canada,Sudan,2011,August,8
730,Canada,Sudan,2011,September,7
731,Canada,Sudan,2011,October,10
732,Canada,Sudan,2011,November,3
733,Canada,Sudan,2011,December,6
734,Canada,Sudan,2012,January,6
735,Canada,Sudan,2012,February,5
736,Canada,Sudan,2012,March,3
737,Canada,Sudan,2012,April,4
738,Canada,Sudan,2012,May,5
739,Canada,Sudan,2012,June,3
740,Canada,Sudan,2012,July,7
741,Canada,Sudan,2012,August,20
742,Canada,Sudan,2012,September,22
743,Canada,Sudan,2012,October,7
