,destination,Origin,Year,Month,Value,deaths
3960,UK,Sudan,2005,June,86,856
3961,UK,Sudan,2005,July,96,856
3962,UK,Sudan,2005,August,104,856
3963,UK,Sudan,2005,September,95,856
3964,UK,Sudan,2005,October,66,856
3965,UK,Sudan,2005,November,53,856
3966,UK,Sudan,2005,December,56,856
3967,Germany,Sudan,2005,January,26,856
3968,Germany,Sudan,2005,February,15,856
3969,Germany,Sudan,2005,March,20,856
3970,Germany,Sudan,2005,April,26,856
3971,Germany,Sudan,2005,May,26,856
3972,Germany,Sudan,2005,June,26,856
3973,Germany,Sudan,2005,July,12,856
3974,Germany,Sudan,2005,August,15,856
3975,Germany,Sudan,2005,September,19,856
3976,Germany,Sudan,2005,October,9,856
3977,Germany,Sudan,2005,November,17,856
3978,Germany,Sudan,2005,December,16,856
3979,USA,Sudan,2005,January,5,856
3980,USA,Sudan,2005,February,3,856
3981,USA,Sudan,2005,March,10,856
3982,USA,Sudan,2005,April,4,856
3983,USA,Sudan,2005,May,2,856
3984,USA,Sudan,2005,June,6,856
3985,USA,Sudan,2005,July,9,856
3986,USA,Sudan,2005,August,8,856
3987,USA,Sudan,2005,September,5,856
3988,USA,Sudan,2005,October,6,856
3989,USA,Sudan,2005,November,5,856
3990,USA,Sudan,2005,December,11,856
3991,USA,Sudan,2005,January,3,856
3992,USA,Sudan,2005,February,1,856
3993,USA,Sudan,2005,March,4,856
3994,USA,Sudan,2005,April,3,856
3995,USA,Sudan,2005,May,2,856
3996,USA,Sudan,2005,June,2,856
3997,USA,Sudan,2005,July,5,856
3998,USA,Sudan,2005,August,3,856
3999,USA,Sudan,2005,October,1,856
4000,USA,Sudan,2005,November,1,856
4001,USA,Sudan,2005,December,3,856
4002,Canada,Sudan,2006,January,4,1223
4003,Canada,Sudan,2006,February,2,1223
4004,Canada,Sudan,2006,March,4,1223
4005,Canada,Sudan,2006,April,3,1223
4006,Canada,Sudan,2006,May,6,1223
4007,Canada,Sudan,2006,June,3,1223
4008,Canada,Sudan,2006,July,3,1223
4009,Canada,Sudan,2006,August,7,1223
4010,Canada,Sudan,2006,September,4,1223
4011,Canada,Sudan,2006,October,5,1223
4012,Canada,Sudan,2006,November,4,1223
4013,Canada,Sudan,2006,December,5,1223
4014,France,Sudan,2006,January,31,1223
4015,France,Sudan,2006,February,33,1223
4016,France,Sudan,2006,March,46,1223
4017,France,Sudan,2006,April,15,1223
4018,France,Sudan,2006,May,26,1223
4019,France,Sudan,2006,June,33,1223
4020,France,Sudan,2006,July,53,1223
4021,France,Sudan,2006,August,42,1223
4022,France,Sudan,2006,September,30,1223
4023,France,Sudan,2006,October,38,1223
4024,France,Sudan,2006,November,51,1223
4025,France,Sudan,2006,December,54,1223
4026,UK,Sudan,2006,January,61,1223
4027,UK,Sudan,2006,February,60,1223
4028,UK,Sudan,2006,March,93,1223
4029,UK,Sudan,2006,April,55,1223
4030,UK,Sudan,2006,May,57,1223
4031,UK,Sudan,2006,June,83,1223
4032,UK,Sudan,2006,July,52,1223
4033,UK,Sudan,2006,August,77,1223
4034,UK,Sudan,2006,September,71,1223
4035,UK,Sudan,2006,October,49,1223
4036,UK,Sudan,2006,November,49,1223
4037,UK,Sudan,2006,December,46,1223
4038,Germany,Sudan,2006,January,10,1223
4039,Germany,Sudan,2006,February,12,1223
4040,Germany,Sudan,2006,March,7,1223
4041,Germany,Sudan,2006,April,12,1223
4042,Germany,Sudan,2006,May,18,1223
4043,Germany,Sudan,2006,June,12,1223
4044,Germany,Sudan,2006,July,4,1223
4045,Germany,Sudan,2006,August,5,1223
4046,Germany,Sudan,2006,September,6,1223
4047,Germany,Sudan,2006,October,8,1223
4048,Germany,Sudan,2006,November,16,1223
4049,Germany,Sudan,2006,December,12,1223
4050,USA,Sudan,2006,January,7,1223
4051,USA,Sudan,2006,February,9,1223
4052,USA,Sudan,2006,March,10,1223
4053,USA,Sudan,2006,April,7,1223
4054,USA,Sudan,2006,May,10,1223
4055,USA,Sudan,2006,June,7,1223
4056,USA,Sudan,2006,July,8,1223
4057,USA,Sudan,2006,August,15,1223
4058,USA,Sudan,2006,September,5,1223
4059,USA,Sudan,2006,October,14,1223
4060,USA,Sudan,2006,November,7,1223
4061,USA,Sudan,2006,December,7,1223
4062,USA,Sudan,2006,January,4,1223
4063,USA,Sudan,2006,February,2,1223
4064,USA,Sudan,2006,March,4,1223
4065,USA,Sudan,2006,April,5,1223
4066,USA,Sudan,2006,May,4,1223
4067,USA,Sudan,2006,June,3,1223
4068,USA,Sudan,2006,July,5,1223
4069,USA,Sudan,2006,August,1,1223
4070,USA,Sudan,2006,September,6,1223
4071,USA,Sudan,2006,October,3,1223
4072,USA,Sudan,2006,November,6,1223
4073,USA,Sudan,2006,December,5,1223
4074,Canada,Sudan,2007,January,5,217
4075,Canada,Sudan,2007,February,1,217
4076,Canada,Sudan,2007,March,5,217
4077,Canada,Sudan,2007,April,1,217
4078,Canada,Sudan,2007,May,6,217
4079,Canada,Sudan,2007,June,5,217
4080,Canada,Sudan,2007,July,5,217
4081,Canada,Sudan,2007,August,4,217
4082,Canada,Sudan,2007,September,4,217
4083,Canada,Sudan,2007,October,2,217
4084,Canada,Sudan,2007,November,9,217
4085,Canada,Sudan,2007,December,2,217
4086,France,Sudan,2007,January,56,217
4087,France,Sudan,2007,February,50,217
4088,France,Sudan,2007,March,21,217
4089,France,Sudan,2007,April,49,217
4090,France,Sudan,2007,May,21,217
4091,France,Sudan,2007,June,27,217
4092,France,Sudan,2007,July,20,217
4093,France,Sudan,2007,August,27,217
4094,France,Sudan,2007,September,28,217
4095,France,Sudan,2007,October,33,217
4096,France,Sudan,2007,November,41,217
4097,France,Sudan,2007,December,30,217
4098,UK,Sudan,2007,January,41,217
4099,UK,Sudan,2007,February,46,217
4100,UK,Sudan,2007,March,35,217
4101,UK,Sudan,2007,April,27,217
4102,UK,Sudan,2007,May,29,217
4103,UK,Sudan,2007,June,31,217
4104,UK,Sudan,2007,July,37,217
4105,UK,Sudan,2007,August,31,217
4106,UK,Sudan,2007,September,29,217
4107,UK,Sudan,2007,October,42,217
4108,UK,Sudan,2007,November,23,217
4109,UK,Sudan,2007,December,30,217
4110,Germany,Sudan,2007,January,6,217
4111,Germany,Sudan,2007,February,11,217
4112,Germany,Sudan,2007,March,14,217
4113,Germany,Sudan,2007,April,12,217
4114,Germany,Sudan,2007,May,12,217
4115,Germany,Sudan,2007,June,6,217
4116,Germany,Sudan,2007,July,12,217
4117,Germany,Sudan,2007,August,9,217
4118,Germany,Sudan,2007,September,12,217
4119,Germany,Sudan,2007,October,9,217
4120,Germany,Sudan,2007,November,13,217
4121,Germany,Sudan,2007,December,4,217
4122,USA,Sudan,2007,January,4,217
4123,USA,Sudan,2007,February,11,217
4124,USA,Sudan,2007,March,11,217
4125,USA,Sudan,2007,April,5,217
4126,USA,Sudan,2007,May,14,217
4127,USA,Sudan,2007,June,13,217
4128,USA,Sudan,2007,July,9,217
4129,USA,Sudan,2007,August,8,217
4130,USA,Sudan,2007,September,14,217
4131,USA,Sudan,2007,October,13,217
4132,USA,Sudan,2007,November,15,217
4133,USA,Sudan,2007,December,8,217
4134,USA,Sudan,2007,January,2,217
4135,USA,Sudan,2007,February,2,217
4136,USA,Sudan,2007,March,5,217
4137,USA,Sudan,2007,April,3,217
4138,USA,Sudan,2007,May,5,217
4139,USA,Sudan,2007,June,1,217
4140,USA,Sudan,2007,July,2,217
4141,USA,Sudan,2007,August,2,217
4142,USA,Sudan,2007,September,2,217
4143,USA,Sudan,2007,October,2,217
4144,USA,Sudan,2007,November,1,217
4145,USA,Sudan,2007,December,2,217
4146,Canada,Sudan,2008,January,8,651
4147,Canada,Sudan,2008,February,6,651
4148,Canada,Sudan,2008,April,2,651
4149,Canada,Sudan,2008,May,3,651
4150,Canada,Sudan,2008,June,2,651
4151,Canada,Sudan,2008,July,1,651
4152,Canada,Sudan,2008,August,5,651
4153,Canada,Sudan,2008,September,5,651
4154,Canada,Sudan,2008,October,4,651
4155,Canada,Sudan,2008,December,1,651
4156,France,Sudan,2008,January,19,651
4157,France,Sudan,2008,February,21,651
4158,France,Sudan,2008,March,38,651
4159,France,Sudan,2008,April,33,651
4160,France,Sudan,2008,May,26,651
4161,France,Sudan,2008,June,21,651
4162,France,Sudan,2008,July,26,651
4163,France,Sudan,2008,August,32,651
4164,France,Sudan,2008,September,26,651
4165,France,Sudan,2008,October,49,651
4166,France,Sudan,2008,November,41,651
4167,France,Sudan,2008,December,65,651
4168,UK,Sudan,2008,January,26,651
4169,UK,Sudan,2008,February,20,651
4170,UK,Sudan,2008,March,9,651
4171,UK,Sudan,2008,April,31,651
4172,UK,Sudan,2008,May,19,651
4173,UK,Sudan,2008,June,24,651
4174,UK,Sudan,2008,July,20,651
4175,UK,Sudan,2008,August,34,651
4176,UK,Sudan,2008,September,31,651
4177,UK,Sudan,2008,October,15,651
4178,UK,Sudan,2008,November,29,651
4179,UK,Sudan,2008,December,31,651
4180,Germany,Sudan,2008,January,10,651
4181,Germany,Sudan,2008,February,14,651
4182,Germany,Sudan,2008,March,11,651
4183,Germany,Sudan,2008,April,9,651
4184,Germany,Sudan,2008,May,6,651
4185,Germany,Sudan,2008,June,8,651
4186,Germany,Sudan,2008,July,13,651
4187,Germany,Sudan,2008,August,9,651
4188,Germany,Sudan,2008,September,9,651
4189,Germany,Sudan,2008,October,15,651
4190,Germany,Sudan,2008,November,14,651
4191,Germany,Sudan,2008,December,6,651
4192,Italy,Sudan,2008,January,57,651
4193,Italy,Sudan,2008,February,32,651
4194,Italy,Sudan,2008,March,46,651
4195,Italy,Sudan,2008,April,13,651
4196,Italy,Sudan,2008,May,24,651
4197,Italy,Sudan,2008,June,20,651
4198,Italy,Sudan,2008,July,55,651
4199,Italy,Sudan,2008,August,71,651
4200,Italy,Sudan,2008,September,56,651
4201,Italy,Sudan,2008,October,83,651
4202,Italy,Sudan,2008,November,85,651
4203,Italy,Sudan,2008,December,58,651
4204,USA,Sudan,2008,January,15,651
4205,USA,Sudan,2008,February,10,651
4206,USA,Sudan,2008,March,7,651
4207,USA,Sudan,2008,April,17,651
4208,USA,Sudan,2008,May,10,651
4209,USA,Sudan,2008,June,9,651
4210,USA,Sudan,2008,July,9,651
4211,USA,Sudan,2008,August,11,651
4212,USA,Sudan,2008,September,9,651
4213,USA,Sudan,2008,October,6,651
4214,USA,Sudan,2008,November,5,651
4215,USA,Sudan,2008,December,9,651
4216,USA,Sudan,2008,January,4,651
4217,USA,Sudan,2008,February,2,651
4218,USA,Sudan,2008,March,5,651
4219,USA,Sudan,2008,April,2,651
4220,USA,Sudan,2008,May,8,651
4221,USA,Sudan,2008,June,7,651
4222,USA,Sudan,2008,July,3,651
4223,USA,Sudan,2008,August,4,651
4224,USA,Sudan,2008,September,3,651
4225,USA,Sudan,2008,October,6,651
4226,USA,Sudan,2008,November,2,651
4227,USA,Sudan,2008,December,3,651
4228,Canada,Sudan,2009,January,3,591
4229,Canada,Sudan,2009,February,2,591
4230,Canada,Sudan,2009,March,1,591
4231,Canada,Sudan,2009,May,3,591
4232,Canada,Sudan,2009,June,6,591
4233,Canada,Sudan,2009,July,3,591
4234,Canada,Sudan,2009,August,3,591
4235,Canada,Sudan,2009,September,3,591
4236,Canada,Sudan,2009,November,2,591
4237,France,Sudan,2009,January,44,591
4238,France,Sudan,2009,February,51,591
4239,France,Sudan,2009,March,51,591
4240,France,Sudan,2009,April,71,591
4241,France,Sudan,2009,May,60,591
4242,France,Sudan,2009,June,48,591
4243,France,Sudan,2009,July,68,591
4244,France,Sudan,2009,August,92,591
4245,France,Sudan,2009,September,62,591
4246,France,Sudan,2009,October,87,591
4247,France,Sudan,2009,November,102,591
4248,France,Sudan,2009,December,76,591
4249,UK,Sudan,2009,January,25,591
4250,UK,Sudan,2009,February,15,591
4251,UK,Sudan,2009,March,32,591
4252,UK,Sudan,2009,April,17,591
4253,UK,Sudan,2009,May,11,591
4254,UK,Sudan,2009,June,6,591
4255,UK,Sudan,2009,July,22,591
4256,UK,Sudan,2009,August,29,591
4257,UK,Sudan,2009,September,22,591
4258,UK,Sudan,2009,October,34,591
4259,UK,Sudan,2009,November,18,591
4260,UK,Sudan,2009,December,19,591
4261,Germany,Sudan,2009,January,3,591
4262,Germany,Sudan,2009,February,5,591
4263,Germany,Sudan,2009,March,2,591
4264,Germany,Sudan,2009,April,5,591
4265,Germany,Sudan,2009,May,3,591
4266,Germany,Sudan,2009,June,7,591
4267,Germany,Sudan,2009,July,15,591
4268,Germany,Sudan,2009,August,12,591
4269,Germany,Sudan,2009,September,7,591
4270,Germany,Sudan,2009,October,3,591
4271,Germany,Sudan,2009,November,10,591
4272,Germany,Sudan,2009,December,9,591
4273,Italy,Sudan,2009,January,10,591
4274,Italy,Sudan,2009,February,5,591
4275,Italy,Sudan,2009,March,10,591
4276,Italy,Sudan,2009,April,5,591
4277,Italy,Sudan,2009,May,10,591
4278,Italy,Sudan,2009,June,10,591
4279,Italy,Sudan,2009,July,5,591
4280,Italy,Sudan,2009,September,10,591
4281,Italy,Sudan,2009,October,5,591
4282,Italy,Sudan,2009,November,10,591
4283,Italy,Sudan,2009,December,5,591
4284,USA,Sudan,2009,January,7,591
4285,USA,Sudan,2009,February,12,591
4286,USA,Sudan,2009,March,5,591
4287,USA,Sudan,2009,April,6,591
4288,USA,Sudan,2009,May,6,591
4289,USA,Sudan,2009,June,8,591
4290,USA,Sudan,2009,July,6,591
4291,USA,Sudan,2009,August,14,591
4292,USA,Sudan,2009,September,3,591
4293,USA,Sudan,2009,October,5,591
4294,USA,Sudan,2009,November,12,591
4295,USA,Sudan,2009,December,11,591
4296,USA,Sudan,2009,January,2,591
4297,USA,Sudan,2009,February,4,591
4298,USA,Sudan,2009,March,8,591
4299,USA,Sudan,2009,April,4,591
4300,USA,Sudan,2009,May,4,591
4301,USA,Sudan,2009,June,8,591
4302,USA,Sudan,2009,July,3,591
4303,USA,Sudan,2009,August,1,591
4304,USA,Sudan,2009,September,7,591
4305,USA,Sudan,2009,October,5,591
4306,USA,Sudan,2009,November,6,591
4307,USA,Sudan,2009,December,5,591
4308,Canada,Sudan,2010,January,8,1172
4309,Canada,Sudan,2010,February,1,1172
4310,Canada,Sudan,2010,March,1,1172
4311,Canada,Sudan,2010,April,3,1172
4312,Canada,Sudan,2010,May,2,1172
4313,Canada,Sudan,2010,June,4,1172
4314,Canada,Sudan,2010,August,7,1172
4315,Canada,Sudan,2010,September,7,1172
4316,Canada,Sudan,2010,October,3,1172
4317,Canada,Sudan,2010,November,11,1172
4318,Canada,Sudan,2010,December,2,1172
4319,France,Sudan,2010,January,60,1172
4320,France,Sudan,2010,February,92,1172
4321,France,Sudan,2010,March,88,1172
4322,France,Sudan,2010,April,66,1172
4323,France,Sudan,2010,May,63,1172
4324,France,Sudan,2010,June,63,1172
4325,France,Sudan,2010,July,84,1172
4326,France,Sudan,2010,August,60,1172
4327,France,Sudan,2010,September,70,1172
4328,France,Sudan,2010,October,57,1172
4329,France,Sudan,2010,November,46,1172
4330,France,Sudan,2010,December,63,1172
4331,UK,Sudan,2010,January,28,1172
4332,UK,Sudan,2010,February,56,1172
4333,UK,Sudan,2010,March,41,1172
4334,UK,Sudan,2010,April,49,1172
4335,UK,Sudan,2010,May,54,1172
4336,UK,Sudan,2010,June,49,1172
4337,UK,Sudan,2010,July,69,1172
4338,UK,Sudan,2010,August,59,1172
4339,UK,Sudan,2010,September,62,1172
4340,UK,Sudan,2010,October,60,1172
4341,UK,Sudan,2010,November,54,1172
4342,UK,Sudan,2010,December,58,1172
4343,Germany,Sudan,2010,January,5,1172
4344,Germany,Sudan,2010,February,5,1172
4345,Germany,Sudan,2010,March,6,1172
4346,Germany,Sudan,2010,April,4,1172
4347,Germany,Sudan,2010,May,1,1172
4348,Germany,Sudan,2010,June,5,1172
4349,Germany,Sudan,2010,July,6,1172
4350,Germany,Sudan,2010,August,8,1172
4351,Germany,Sudan,2010,September,8,1172
4352,Germany,Sudan,2010,October,8,1172
4353,Germany,Sudan,2010,November,12,1172
4354,Germany,Sudan,2010,December,22,1172
4355,Italy,Sudan,2010,January,8,1172
4356,Italy,Sudan,2010,February,3,1172
4357,Italy,Sudan,2010,March,2,1172
4358,Italy,Sudan,2010,April,3,1172
4359,Italy,Sudan,2010,May,2,1172
4360,Italy,Sudan,2010,June,2,1172
4361,Italy,Sudan,2010,July,4,1172
4362,Italy,Sudan,2010,August,2,1172
4363,Italy,Sudan,2010,September,6,1172
4364,Italy,Sudan,2010,October,2,1172
4365,Italy,Sudan,2010,November,2,1172
4366,Italy,Sudan,2010,December,2,1172
4367,USA,Sudan,2010,January,8,1172
4368,USA,Sudan,2010,February,4,1172
4369,USA,Sudan,2010,March,12,1172
4370,USA,Sudan,2010,April,12,1172
4371,USA,Sudan,2010,May,9,1172
4372,USA,Sudan,2010,June,14,1172
4373,USA,Sudan,2010,July,8,1172
4374,USA,Sudan,2010,August,9,1172
4375,USA,Sudan,2010,September,8,1172
4376,USA,Sudan,2010,October,8,1172
4377,USA,Sudan,2010,November,11,1172
4378,USA,Sudan,2010,December,11,1172
4379,USA,Sudan,2010,January,2,1172
4380,USA,Sudan,2010,February,3,1172
4381,USA,Sudan,2010,March,10,1172
4382,USA,Sudan,2010,April,7,1172
4383,USA,Sudan,2010,May,2,1172
4384,USA,Sudan,2010,June,4,1172
4385,USA,Sudan,2010,July,3,1172
4386,USA,Sudan,2010,August,3,1172
4387,USA,Sudan,2010,September,1,1172
4388,USA,Sudan,2010,October,7,1172
4389,USA,Sudan,2010,November,3,1172
4390,USA,Sudan,2010,December,1,1172
4391,Canada,Sudan,2011,January,1,1756
4392,Canada,Sudan,2011,February,4,1756
4393,Canada,Sudan,2011,March,4,1756
4394,Canada,Sudan,2011,April,1,1756
4395,Canada,Sudan,2011,May,8,1756
4396,Canada,Sudan,2011,June,6,1756
4397,Canada,Sudan,2011,July,11,1756
4398,Canada,Sudan,2011,August,8,1756
4399,Canada,Sudan,2011,September,7,1756
4400,Canada,Sudan,2011,October,10,1756
4401,Canada,Sudan,2011,November,3,1756
4402,Canada,Sudan,2011,December,6,1756
4403,France,Sudan,2011,January,54,1756
4404,France,Sudan,2011,February,52,1756
4405,France,Sudan,2011,March,53,1756
4406,France,Sudan,2011,April,52,1756
4407,France,Sudan,2011,May,48,1756
4408,France,Sudan,2011,June,59,1756
4409,France,Sudan,2011,July,42,1756
4410,France,Sudan,2011,August,63,1756
4411,France,Sudan,2011,September,147,1756
4412,France,Sudan,2011,October,83,1756
4413,France,Sudan,2011,November,53,1756
4414,France,Sudan,2011,December,77,1756
4415,UK,Sudan,2011,January,60,1756
4416,UK,Sudan,2011,February,70,1756
4417,UK,Sudan,2011,March,82,1756
4418,UK,Sudan,2011,April,53,1756
4419,UK,Sudan,2011,May,79,1756
4420,UK,Sudan,2011,June,60,1756
4421,UK,Sudan,2011,July,84,1756
4422,UK,Sudan,2011,August,47,1756
4423,UK,Sudan,2011,September,51,1756
4424,UK,Sudan,2011,October,72,1756
4425,UK,Sudan,2011,November,66,1756
4426,UK,Sudan,2011,December,69,1756
4427,Germany,Sudan,2011,January,10,1756
4428,Germany,Sudan,2011,February,5,1756
4429,Germany,Sudan,2011,March,20,1756
4430,Germany,Sudan,2011,April,9,1756
4431,Germany,Sudan,2011,May,8,1756
4432,Germany,Sudan,2011,June,6,1756
4433,Germany,Sudan,2011,July,3,1756
4434,Germany,Sudan,2011,August,7,1756
4435,Germany,Sudan,2011,September,5,1756
4436,Germany,Sudan,2011,October,5,1756
4437,Germany,Sudan,2011,November,12,1756
4438,Germany,Sudan,2011,December,12,1756
4439,Italy,Sudan,2011,January,3,1756
4440,Italy,Sudan,2011,February,4,1756
4441,Italy,Sudan,2011,March,1,1756
4442,Italy,Sudan,2011,April,12,1756
4443,Italy,Sudan,2011,May,125,1756
4444,Italy,Sudan,2011,June,206,1756
4445,Italy,Sudan,2011,July,158,1756
4446,Italy,Sudan,2011,August,95,1756
4447,Italy,Sudan,2011,September,105,1756
4448,Italy,Sudan,2011,October,85,1756
4449,Italy,Sudan,2011,November,56,1756
4450,Italy,Sudan,2011,December,8,1756
4451,USA,Sudan,2011,January,17,1756
4452,USA,Sudan,2011,February,6,1756
4453,USA,Sudan,2011,March,17,1756
4454,USA,Sudan,2011,April,11,1756
4455,USA,Sudan,2011,May,10,1756
4456,USA,Sudan,2011,June,10,1756
4457,USA,Sudan,2011,July,12,1756
4458,USA,Sudan,2011,August,8,1756
4459,USA,Sudan,2011,September,14,1756
4460,USA,Sudan,2011,October,13,1756
4461,USA,Sudan,2011,November,15,1756
4462,USA,Sudan,2011,December,12,1756
4463,USA,Sudan,2011,January,6,1756
4464,USA,Sudan,2011,February,5,1756
4465,USA,Sudan,2011,March,6,1756
4466,USA,Sudan,2011,April,9,1756
4467,USA,Sudan,2011,May,1,1756
4468,USA,Sudan,2011,June,7,1756
4469,USA,Sudan,2011,July,3,1756
4470,USA,Sudan,2011,August,5,1756
4471,USA,Sudan,2011,September,8,1756
4472,USA,Sudan,2011,October,8,1756
4473,USA,Sudan,2011,November,7,1756
4474,USA,Sudan,2011,December,3,1756
4475,Canada,Sudan,2012,January,6,1677
4476,Canada,Sudan,2012,February,5,1677
4477,Canada,Sudan,2012,March,3,1677
4478,Canada,Sudan,2012,April,4,1677
4479,Canada,Sudan,2012,May,5,1677
4480,Canada,Sudan,2012,June,3,1677
4481,Canada,Sudan,2012,July,7,1677
4482,Canada,Sudan,2012,August,20,1677
4483,Canada,Sudan,2012,September,22,1677
4484,Canada,Sudan,2012,October,7,1677
4485,Canada,Sudan,2012,November,8,1677
4486,Canada,Sudan,2012,December,8,1677
4487,France,Sudan,2012,January,59,1677
4488,France,Sudan,2012,February,44,1677
4489,France,Sudan,2012,March,84,1677
4490,France,Sudan,2012,April,54,1677
4491,France,Sudan,2012,May,75,1677
4492,France,Sudan,2012,June,70,1677
4493,France,Sudan,2012,July,79,1677
4494,France,Sudan,2012,August,58,1677
4495,France,Sudan,2012,September,56,1677
4496,France,Sudan,2012,October,70,1677
4497,France,Sudan,2012,November,54,1677
4498,France,Sudan,2012,December,49,1677
4499,UK,Sudan,2012,January,59,1677
4500,UK,Sudan,2012,February,61,1677
4501,UK,Sudan,2012,March,60,1677
4502,UK,Sudan,2012,April,30,1677
4503,UK,Sudan,2012,May,69,1677
4504,UK,Sudan,2012,June,71,1677
4505,UK,Sudan,2012,July,40,1677
4506,UK,Sudan,2012,August,44,1677
4507,UK,Sudan,2012,September,79,1677
4508,UK,Sudan,2012,October,84,1677
4509,UK,Sudan,2012,November,70,1677
4510,UK,Sudan,2012,December,65,1677
4511,Germany,Sudan,2012,January,11,1677
4512,Germany,Sudan,2012,February,9,1677
4513,Germany,Sudan,2012,March,19,1677
4514,Germany,Sudan,2012,April,8,1677
4515,Germany,Sudan,2012,May,15,1677
4516,Germany,Sudan,2012,June,18,1677
4517,Germany,Sudan,2012,July,19,1677
4518,Germany,Sudan,2012,August,18,1677
4519,Germany,Sudan,2012,September,16,1677
4520,Germany,Sudan,2012,October,26,1677
4521,Germany,Sudan,2012,November,16,1677
4522,Germany,Sudan,2012,December,18,1677
4523,Italy,Sudan,2012,January,6,1677
4524,Italy,Sudan,2012,February,6,1677
4525,Italy,Sudan,2012,March,5,1677
4526,Italy,Sudan,2012,April,7,1677
4527,Italy,Sudan,2012,May,1,1677
4528,Italy,Sudan,2012,June,8,1677
